intent,question,answer
Tempo de remessa,Bom dia fiz uma transação hoje mas até agora não caiu,"Bom dia, C#6001762  Em geral as remessas são pagas no mesmo dia. Infelizmente, o Pix no Brasil tem bastante instabilidade e não tem previsão de acontecer. Fazemos o possível para que seja paga rapidamente.  Por favor, aguarde.  Qualquer dúvida estamos à disposição. Obrigado."
Termos e condicoes do servico,"Qual o valor, taxa que e cobrada para remessa ao Brasil",Taxa de envio: Remessas até ¥30.000 taxa ¥880 De ¥30.001~¥300.000 taxa ¥1.480 De ¥300.001~¥800.000 taxa ¥1.680
Acesso a conta,Eu não lembrava mais a senha . Ai acabei fazendo tudo de novo..,"Bom dia,   Informamos que a sua inscrição foi cancelada devido à falta de resposta há mais de 6 meses. Por favor, se inscreva novamente pelo nosso aplicativo."
Tempo de entrega do cartao,Ola Em quantos dia chega o cartão de remessa?,Dentro de 3 a 4 dias úteis.
Como se inscrever,Como enviar dinheiro do Japão?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h"
Como se inscrever,Como-faco-pra-enviart-dinheiro-por-voces,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h"
Como se inscrever,Como posso me inscrever no serviço de remessa?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h"
Cadastro de beneficiario,Bom dia tudo bem com vocês eu precisava daquele modelo onde prenche os dados do beneficiário vcs pode me enviar pelo WhatsAplicativo para smartphones do servico de remessas para mim fazendo favor,"Bom dia, ! C#3249042 DADOS DO BENEFICIÁRIO  NOME COMPLETO: GRAU DE PARENTESCO: ENDEREÇO NO BRASIL: (Cidade e Estado apenas) CIDADE: ESTADO: TEL.DE CONTATO NO BRASIL: NOME DO BANCO: NÚMERO DA AGÊNCIA: NOME DA AGÊNCIA: (caso não tenha, deixar em branco NúMERO DA CONTA: TIPO DE CONTA(corrente ou poupança): NÚMERO DO CPF:"
Cadastro de beneficiario,Bom dia tenho uma beb ficiaria que tá com problema na conta dela do Brasil vocês podem trocar os dados bancário dela a conta era da caixa econômica agora vai ser do cicredi vou enviar cópia do cartão dela junto vocês podem conferir com os dados se tá certo número da conta código da agência amanhã eu vou enviar dinheiro para essa pessoa obrigado pela atenção,"Bom dia, ! C#3249042 DADOS DO BENEFICIÁRIO  NOME COMPLETO: GRAU DE PARENTESCO: ENDEREÇO NO BRASIL: (Cidade e Estado apenas) CIDADE: ESTADO: TEL.DE CONTATO NO BRASIL: NOME DO BANCO: NÚMERO DA AGÊNCIA: NOME DA AGÊNCIA: (caso não tenha, deixar em branco NúMERO DA CONTA: TIPO DE CONTA(corrente ou poupança): NÚMERO DO CPF:"
Cadastro de beneficiario,Obrigada Gostaria de outra informação Pra enviar remessas pra empresa jurídica o que precisa?,"Bom dia, ! C#3249042 DADOS DO BENEFICIÁRIO  NOME COMPLETO: GRAU DE PARENTESCO: ENDEREÇO NO BRASIL: (Cidade e Estado apenas) CIDADE: ESTADO: TEL.DE CONTATO NO BRASIL: NOME DO BANCO: NÚMERO DA AGÊNCIA: NOME DA AGÊNCIA: (caso não tenha, deixar em branco NúMERO DA CONTA: TIPO DE CONTA(corrente ou poupança): NÚMERO DO CPF:"
Cadastro de beneficiario,Bom dia como eu faço pra colocar o SSS beneficiário Pra enviar dinheiro no Brasil,"Bom dia, A senhora pode registrar beneficiário através do APP.  1. Clicar nas 3 linhas no canto esquerdo superior.  2.Beneficiários  3.Adicionar beneficiário.    Qualquer dúvida estamos à disposição. Obrigado."
Tempo de entrega do cartao,Boa tarde será que vcs consegue me informar Se meu cartão de remessa Já me enviaram e que até sábado tenho que enviar um dinheiro para o Brasil  Fiz na sexta feira,"Boa tarde, O cartão já saiu da Brastel. Ainda está dentro do prazo de entrega. Por gentileza aguardar mais um pouco."
Como se inscrever,como Faso pra dinheiro pra brasil,"Boa tarde, O senhor já tem cadastro na Brastel Remit? Caso ainda não tenha, a inscrição deve ser feita através do aplicativo Brastel Remit. https://brastelremit.jp/24h/#/por/ Qualquer dúvida estamos à disposição. Obrigado."
Cadastro de beneficiario,"por favor DADOS DO BENEFICIÁRIO  NOME COMPLETO: LLL  TTT  GRAU DE PARENTESCO: sobrinha ENDEREÇO NO BRASIL: Rua SSSS  nXX. CIDADE: AAAA ESTADO: BBBBB TEL.DE CONTATO NO BRASIL: xxxxxxxx NOME DO BANCO:Nubank NÚMERO DA AGÊNCIA:xxxxx NOME DA AGÊNCIA: (caso não tenha, deixar em branco NúMERO DA CONTA:xxxxx-a TIPO DE CONTA: corrente NÚMERO DO CPF: xxxxxxxxxxx",Por favor registre o beneficiário através do aplicativo. Menu > Beneficiários > Adicionar beneficiário > Digite as informações do beneficiário
Como se inscrever,Como posso me inscrever no serviço de remessa?,"Bom dia!  Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h"
Como se inscrever,Como enviar dinheiro do Japão?,"Bom dia!  Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h"
Problemas/Duvidas sobre deposito,Boa noite será que posso fazer transferência do banco shizuoka para a Brastel ?,"Bom dia, Sim, a senhora consegue fazer transferência pelo banco Shizuoka. Acesse em seu aplicativo: Menu > Instruções de depósito > Transferência bancária > Outos bancos. E siga o passo a passo."
Problemas/Duvidas de atualizacao de dados cadastrais,Bom dia Meu zayro acabou de expirar mas já entrei com o processo junto a imigração a mais de um mês mas devido aos terremotos eles alegaram que os computadores tiveram problemas Estou com o carimbo do aplication O protocolo ele nos deu somente no nome da minha esposa,"Por favor,aguarde. Departamento responsavel esta checando as fotos enviadas."
Problemas/Duvidas de atualizacao de dados cadastrais,,Seu endereço foi atualizado com sucesso. Você pode solicitar o cartão amarelo pelo app.
Termos e condicoes do servico,Bom dia por favor gostaria de saber qual o valor da remessa para o Brasil,"Boa tarde,  TAXAS DE REMESSAS: Remessas até ¥30.000 taxa ¥880 De ¥30.001~¥300.000 taxa ¥1.480 De ¥300.001~¥800.000 taxa ¥1.680 Qualquer dúvida estamos à disposição. Obrigado."
Termos e condicoes do servico,Obg por informação. por favor informe-me o total que posso enviar por mês para o Brasil?,"Olá, !  O limite por remessa: 800.00 ienes Limite diário: 1.000.000 ienes ; Valor máximo de remessa por mês: ¥5.000.00 Qualquer dúvida estamos à disposição. Obrigado."
Problemas/Duvidas sobre deposito,Mão uma pergunta: da para eu fazer o depósito a partir da minha conta do correio usando o cartão de depósito da minha esposa?,"Para fazer a transferência a partir da sua conta do correio, você deve utilizar apenas o cartão de sua própria conta bancária."
Problemas/Duvidas sobre deposito,Boa tarde tudo bem se puder botar no aplicativo para mim a remessa aí fico agradecido aí ta o comprovante  Obrigado,"Boa tarde, Sua remessa está em processamento. Depósitos com o cartão laranja da brastel , demora alguns minutos para entrar no saldo do aplicativo. Qualquer dúvida estamos à disposição. Obrigado."
"Pedido de envio via metodo ""ByPhone""",Depósito feito,"Boa tarde. Por gentileza, aguarde alguns minutos. Estamos processando a transferencia para o saldo do seu app. Muito obrigada e otimo fim de semana."
Problemas/Duvidas de atualizacao de dados cadastrais,Posso mandar a foto do cartao de registro de estrangeiros card atual?,"Boa tarde! Sim, por favor! Seu cadastro foi atualizado. Muito obrigado."
Termos e condicoes do servico,Oi queria Saber ate qto pode mandar na remessa em dinheiro,"O limite por transação: 800.000 ienes Limite diário: 1.000.000 ienes Até 30 transações por mês.  Nota: Dependendo da soma total dos valores enviados, o departamento responsável poderá solicitar documentos adicionais. Caso isso seja necessário, entraremos em contato com o cliente."
Tempo de entrega do cartao,Bom dia sabe informar se meu cartão já foi enviado pro meu endereço falou 4 dia até agora nada tem algum número que eu possa liga pra fala com alguém ver oque stâ acontecendo tô precisando enviar dinheiro rápido,"Boa tarde! Verificamos no sistema que o cartão foi solicitado no dia 21/05. Ele demora de 3 a 4 dias úteis para chegar no endereço, então pedimos por gentileza que aguarde pelo menos até segunda-feira."
Como se inscrever,Como posso me inscrever no serviço de remessa?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h "
Tempo de remessa,Quanto tempo levará para o beneficiário receber o dinheiro?,"Via de regra, as remessas serão pagas via PIX dentro de algumas horas, se todos os dados estiverem corretos."
Termos e condicoes do servico,"Olá, tudo bem? Vocês enviam dinheiro do Japão para a Coreia do Sul?","Olá, tudo bem? Vocês enviam dinheiro do Japão para a Coreia do Sul?"
Problemas/Duvidas sobre deposito,Olá td bem ? para fazer a transferência preciso do cartão da Brastel?,"Plantão Especial Bom dia Você poderá colocar o valor da remessa no saldo do seu aplicativo por meio do cartão de depósito ou então com seu cartão do banco, ambos passo a passo estão no app.  Para depositar por transferência bancária (cartão do banco do correio), segue o passo a passo: 1. Clicar nas 3 linhas no canto esquerdo do App da Brastel 2. Instruções de depósito 3. Transferência bancária (conta no correio). 4. Selecionar o ATM 5. Seguir o passo a passo, exatamente como está no App."
Problemas/Duvidas sobre remessas,Quero envia dinheiro para o Brasil me ajude,"Plantão Especial Bom dia Como posso ajudar? A sua conta está inativa,porque o zairyu card registrado expirou. Por favor,poderia enviar as fotos de frente e verso do Zairyu card atualizado?"
Problemas/Duvidas sobre remessas,Ola bom dia Sobreminhs remessa feita ontem as 12:00 horas Ainda nao chegou Aconteceu algo ?,"Bom dia A sua remessa esta processando. Enviamos uma mensagem ao nosso correspondente no Brasil, para verificar se houve"
Problemas/Duvidas sobre remessas,"Olá bom dia, fiz a solicitação de uma remessa para o Brasil e ainda não recebi o depósito do valor","Bom dia, Não recebemos a confirmação do banco. Vamos enviar um pedido de verificação. Devido ao fuso horário, pedimos por gentileza que aguarde. Obrigado,  Qualquer dúvida estamos à disposição."
Problemas/Duvidas sobre deposito,Não consigo fazer o depósito Usando o cartão que vocês me enviou,"Bom dia, Lembre-se que o limite de depósito é ¥100,000 ienes por deposito, caso o valor seja maior poderá fazer depósitos seguidos. Certifique-se que está realizando a operação no ATM do correio ou no verde do FamilyMart. Limpe com um lencinho o cartão e se possível, tente realizar a operação em outro caixa eletrônico. Se mesmo assim não for possível realizar o depósito, gentileza nos solicitar outro cartão com a confirmação do seu endereço."
Tempo de remessa,Boa tarde Gostaria de tirar uma dúvida Se eu mandar dinheiro hj chegará no Brasil hj mesmo?,"Boa tarde, Em geral as remessas são pagas no mesmo dia, até o final do expediente bancário no Brasil."
Problemas/Duvidas sobre deposito,Tenho o cartão Brastel....mas não estou conseguindo depositar.,O ATM da conveniência que o senhor está realizando o depósito é o ATM de cor verde?
Como se inscrever,Oi como fazer pra enviar dinheiro pra o destinario no Brasil,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h  "
Problemas/Duvidas sobre remessas,"Boa tarde minha remessa realiza ontem ainda não caiu na minha conta,porq?","O atraso no pagamento da remessa pode acontecer devido a instabilidade no sistema de pagamento no Brasil, ou pelos dados bancários incorretos. Estamos verificando com o banco pagador no Brasil em relação a sua remessa que ainda não foi paga ao beneficiário. Devido ao fuso horário, pedimos por gentileza que aguarde. Agradecemos a sua compreensão."
